section,dataset,key,method,id,recall,latency_ms,use,dr,dlat_ms,scale,interpolation,params
cp,arxiv,MIXED,curator,0,0.578,0.17987544000000003,1,0.0,0.0,1.0,linear,"{""pq_M"": 48, ""search_ef"": 32}"
cp,arxiv,MIXED,curator,1,0.623,0.21625009,1,0.0,0.0,1.0,linear,"{""pq_M"": 48, ""search_ef"": 64}"
cp,arxiv,MIXED,curator,2,0.668,0.24593238999999997,1,0.0,0.0,1.0,linear,"{""pq_M"": 48, ""search_ef"": 128}"
cp,arxiv,MIXED,curator,3,0.738,0.3375797,1,0.0,0.0,1.0,linear,"{""pq_M"": 48, ""search_ef"": 256}"
cp,arxiv,MIXED,curator,4,0.791,0.46120663000000006,1,0.0,0.0,1.0,linear,"{""pq_M"": 48, ""search_ef"": 512}"
cp,arxiv,MIXED,curator,5,0.831,0.8411686800000002,1,0.0,0.0,1.0,linear,"{""pq_M"": 48, ""search_ef"": 1024}"
cp,arxiv,MIXED,curator,6,0.86,1.35842357,1,0.0,0.0,1.0,linear,"{""pq_M"": 48, ""search_ef"": 2048}"
cp,arxiv,MIXED,curator,7,0.88,2.7439195999999986,1,0.0,0.0,1.0,linear,"{""pq_M"": 48, ""search_ef"": 4096}"
cp,arxiv,MIXED,curator,8,0.8959999999999999,7.6441126,0,0.0,0.0,1.0,linear,"{""pq_M"": 48, ""search_ef"": 8192}"
cp,arxiv,MIXED,curator,9,0.898,113.52449999999999,0,0.0,0.0,1.0,linear,"{""pq_M"": 48, ""search_ef"": 65536}"
cp,arxiv,MIXED,curator,10,0.898,115.18503100000002,0,0.0,0.0,1.0,linear,"{""pq_M"": 48, ""search_ef"": 32768}"
cp,arxiv,MIXED,curator,11,0.9000000000000001,6.859798999999996,1,0.0,0.0,1.0,linear,"{""pq_M"": 48, ""search_ef"": 16384}"
cp,arxiv,MIXED,diskivf,0,0.5,31.629156899999998,1,0.0,0.0,1.0,linear,"{""nprobe"": 12}"
cp,arxiv,MIXED,diskivf,1,0.5589999999999999,35.23427900000001,0,0.0,0.0,1.0,linear,"{""nprobe"": 16}"
cp,arxiv,MIXED,diskivf,2,0.598,31.964200999999992,1,0.0,0.0,1.0,linear,"{""nprobe"": 20}"
cp,arxiv,MIXED,diskivf,3,0.626,34.824472,1,0.0,0.0,1.0,linear,"{""nprobe"": 24}"
cp,arxiv,MIXED,diskivf,4,0.669,52.205341,0,0.0,0.0,1.0,linear,"{""nprobe"": 32}"
cp,arxiv,MIXED,diskivf,5,0.731,74.33813099999999,1,0.0,0.0,1.0,linear,"{""nprobe"": 48}"
cp,arxiv,MIXED,diskivf,6,0.766,104.22052,1,0.0,0.0,1.0,linear,"{""nprobe"": 64}"
cp,arxiv,MIXED,diskivf,7,0.82,141.13491399999998,0,0.0,0.0,1.0,linear,"{""nprobe"": 96}"
cp,arxiv,MIXED,diskivf,8,0.86,184.05589500000005,1,0.0,0.0,1.0,linear,"{""nprobe"": 128}"
cp,arxiv,MIXED,diskivf,9,0.885,251.74199000000002,0,0.0,0.0,1.0,linear,"{""nprobe"": 160}"
cp,arxiv,MIXED,diskivf,10,0.905,307.83546,0,0.0,0.0,1.0,linear,"{""nprobe"": 192}"
cp,arxiv,MIXED,diskivf,11,0.931,395.43393,1,0.0,0.0,1.0,linear,"{""nprobe"": 256}"
cp,arxiv,MIXED,diskivf,12,0.961,598.87852,0,0.0,0.0,1.0,linear,"{""nprobe"": 384}"
cp,arxiv,MIXED,diskivf,13,0.9750000000000001,807.4096700000001,1,0.0,0.0,1.0,linear,"{""nprobe"": 512}"
cp,arxiv,MIXED,diskivf,14,0.9910000000000001,1372.24128,0,0.0,0.0,1.0,linear,"{""nprobe"": 768}"
cp,arxiv,MIXED,diskivf,15,1.0,2018.5241750000002,1,0.0,0.0,1.0,linear,"{""nprobe"": 1265}"
cp,arxiv,MIXED,prefilter,0,1.0,378.6195199999999,1,0.0,0.0,1.0,linear,{}
cp,arxiv,MIXED,spann,0,0.583,44.765265,1,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 1000, ""search_internal_result_num"": 500}"
cp,arxiv,MIXED,spann,1,0.645,63.698107,1,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 1000, ""search_internal_result_num"": 1000}"
cp,arxiv,MIXED,spann,2,0.682,97.391157,1,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 2000, ""search_internal_result_num"": 1000}"
cp,arxiv,MIXED,spann,3,0.736,127.76940500000002,1,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 2000, ""search_internal_result_num"": 2000}"
cp,arxiv,MIXED,spann,4,0.785,176.04215,1,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 5000, ""search_internal_result_num"": 2000}"
cp,arxiv,MIXED,spann,5,0.847,297.31475,1,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 5000, ""search_internal_result_num"": 5000}"
cp,arxiv,MIXED,spann,6,0.8759999999999999,431.11207,1,0.0,0.0,1.0,linear,"{""max_check"": 65536, ""overfetch_factor"": 10000, ""search_internal_result_num"": 5000}"
cp,arxiv,MIXED,spann,7,0.8759999999999999,600.0121600000001,0,0.0,0.0,1.0,linear,"{""max_check"": 65536, ""overfetch_factor"": 20000, ""search_internal_result_num"": 5000}"
cp,sift1m,OR,curator,0,0.642,0.22367983000000002,1,0.0,0.0,1.0,linear,"{""pq_M"": 32, ""search_ef"": 16}"
cp,sift1m,OR,curator,1,0.723,0.22712990000000002,1,0.0,0.0,1.0,linear,"{""pq_M"": 32, ""search_ef"": 32}"
cp,sift1m,OR,curator,2,0.8,0.26536409,1,0.0,0.0,1.0,linear,"{""pq_M"": 32, ""search_ef"": 64}"
cp,sift1m,OR,curator,3,0.867,0.28848562000000005,1,0.0,0.0,1.0,linear,"{""pq_M"": 32, ""search_ef"": 128}"
cp,sift1m,OR,curator,4,0.912,0.38085378999999997,1,0.0,0.0,1.0,linear,"{""pq_M"": 32, ""search_ef"": 256}"
cp,sift1m,OR,curator,5,0.953,0.59195641,1,0.0,0.0,1.0,linear,"{""pq_M"": 32, ""search_ef"": 512}"
cp,sift1m,OR,curator,6,0.978,0.8307675900000001,1,0.0,0.0,1.0,linear,"{""pq_M"": 32, ""search_ef"": 1024}"
cp,sift1m,OR,curator,7,0.99,1.389348,0,0.0,0.0,1.0,linear,"{""pq_M"": 32, ""search_ef"": 2048}"
cp,sift1m,OR,curator,8,0.996,2.0769189750000003,1,0.0,0.0,1.0,linear,"{""pq_M"": 32, ""search_ef"": 4096}"
cp,sift1m,OR,diskivf,0,0.5019999999999999,4.10946851,1,0.0,0.0,1.0,linear,"{""nprobe"": 3}"
cp,sift1m,OR,diskivf,1,0.569,2.5864147600000007,0,0.0,0.0,1.0,linear,"{""nprobe"": 4}"
cp,sift1m,OR,diskivf,2,0.6619999999999999,5.0270767,1,0.0,0.0,1.0,linear,"{""nprobe"": 6}"
cp,sift1m,OR,diskivf,3,0.7419999999999999,3.700929000000001,0,0.0,0.0,1.0,linear,"{""nprobe"": 8}"
cp,sift1m,OR,diskivf,4,0.8120000000000002,7.298627599999999,0,0.0,0.0,1.0,linear,"{""nprobe"": 12}"
cp,sift1m,OR,diskivf,5,0.8600000000000001,5.680910600000002,1,0.0,0.0,1.0,linear,"{""nprobe"": 16}"
cp,sift1m,OR,diskivf,6,0.89,6.3035907999999985,1,0.0,0.0,1.0,linear,"{""nprobe"": 20}"
cp,sift1m,OR,diskivf,7,0.916,7.956411600000001,1,0.0,0.0,1.0,linear,"{""nprobe"": 24}"
cp,sift1m,OR,diskivf,8,0.9410000000000001,10.525756399999999,1,0.0,0.0,1.0,linear,"{""nprobe"": 32}"
cp,sift1m,OR,diskivf,9,0.972,15.376030400000001,1,0.0,0.0,1.0,linear,"{""nprobe"": 48}"
cp,sift1m,OR,diskivf,10,0.9870000000000002,18.388332000000002,0,0.0,0.0,1.0,linear,"{""nprobe"": 64}"
cp,sift1m,OR,diskivf,11,0.995,23.596623,0,0.0,0.0,1.0,linear,"{""nprobe"": 80}"
cp,sift1m,OR,diskivf,12,0.996,27.658373,0,0.0,0.0,1.0,linear,"{""nprobe"": 96}"
cp,sift1m,OR,diskivf,13,0.997,36.904447999999995,1,0.0,0.0,1.0,linear,"{""nprobe"": 128}"
cp,sift1m,OR,prefilter,0,1.0,95.66892600000001,1,0.0,0.0,1.0,linear,{}
cp,sift1m,OR,spann,0,0.501,1.6519196999999999,1,0.0,0.0,1.0,linear,"{""max_check"": 8192, ""overfetch_factor"": 10, ""search_internal_result_num"": 0}"
cp,sift1m,OR,spann,1,0.503,1.4359555999999998,0,0.0,0.0,1.0,linear,"{""max_check"": 2048, ""overfetch_factor"": 10, ""search_internal_result_num"": 0}"
cp,sift1m,OR,spann,2,0.6030000000000001,1.7070527999999996,1,0.0,0.0,1.0,linear,"{""max_check"": 8192, ""overfetch_factor"": 12, ""search_internal_result_num"": 0}"
cp,sift1m,OR,spann,3,0.7335,1.8204038648827352,1,0.0,0.0,1.0,linear,"{""max_check"": 8192, ""overfetch_factor"": 15, ""search_internal_result_num"": 0}"
cp,sift1m,OR,spann,4,0.7340000000000001,1.87882,0,0.0,0.0,1.0,linear,"{""max_check"": 4096, ""overfetch_factor"": 15, ""search_internal_result_num"": 0}"
cp,sift1m,OR,spann,5,0.8590000000000002,2.0837521999999997,0,0.0,0.0,1.0,linear,"{""max_check"": 8192, ""overfetch_factor"": 20, ""search_internal_result_num"": 0}"
cp,sift1m,OR,spann,6,0.8600000000000001,1.8110669999999993,0,0.0,0.0,1.0,linear,"{""max_check"": 4096, ""overfetch_factor"": 20, ""search_internal_result_num"": 0}"
cp,sift1m,OR,spann,7,0.8645000000000003,1.9669629946513023,0,0.0,0.0,1.0,linear,"{""max_check"": 8192, ""overfetch_factor"": 25, ""search_internal_result_num"": 50}"
cp,sift1m,OR,spann,8,0.8660000000000002,2.0536880999999996,0,0.0,0.0,1.0,linear,"{""max_check"": 8192, ""overfetch_factor"": 30, ""search_internal_result_num"": 50}"
cp,sift1m,OR,spann,9,0.8670000000000003,2.4296743000000003,1,0.0,0.0,1.0,linear,"{""max_check"": 8192, ""overfetch_factor"": 50, ""search_internal_result_num"": 50}"
cp,sift1m,OR,spann,10,0.8980000000000001,1.8202593,0,0.0,0.0,1.0,linear,"{""max_check"": 4096, ""overfetch_factor"": 25, ""search_internal_result_num"": 0}"
cp,sift1m,OR,spann,11,0.9010000000000002,2.5280003,0,0.0,0.0,1.0,linear,"{""max_check"": 8192, ""overfetch_factor"": 50, ""search_internal_result_num"": 0}"
cp,sift1m,OR,spann,12,0.9010000000000002,3.2577849999999997,1,0.0,0.0,1.0,linear,"{""max_check"": 8192, ""overfetch_factor"": 100, ""search_internal_result_num"": 0}"
cp,sift1m,OR,spann,13,0.9010000000000002,4.3880835,0,0.0,0.0,1.0,linear,"{""max_check"": 8192, ""overfetch_factor"": 200, ""search_internal_result_num"": 0}"
cp,sift1m,OR,spann,14,0.9010000000000002,8.712066700000001,0,0.0,0.0,1.0,linear,"{""max_check"": 8192, ""overfetch_factor"": 500, ""search_internal_result_num"": 0}"
cp,sift1m,OR,spann,15,0.9460000000000001,8.9387113,1,0.0,0.0,1.0,linear,"{""max_check"": 8192, ""overfetch_factor"": 500, ""search_internal_result_num"": 100}"
cp,sift1m,OR,spann,16,0.986,11.4286408,0,0.0,0.0,1.0,linear,"{""max_check"": 16384, ""overfetch_factor"": 500, ""search_internal_result_num"": 200}"
cp,sift1m,OR,spann,17,1.0,21.856142999999996,0,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 1000, ""search_internal_result_num"": 500}"
cp,sift1m,OR,spann,18,1.0,38.482789000000004,1,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 2000, ""search_internal_result_num"": 1000}"
cp,sift1m,OR,spann,19,1.0,109.38302000000002,0,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 5000, ""search_internal_result_num"": 2000}"
cp,sift1m,OR,spann,20,1.0,216.89256999999998,0,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 10000, ""search_internal_result_num"": 5000}"
cp,yfcc100m,AND,curator,0,0.5375,0.057629,1,0.0,0.0,1.0,linear,"{""pq_M"": 24, ""search_ef"": 8}"
cp,yfcc100m,AND,curator,1,0.67,0.07171275,1,0.0,0.0,1.0,linear,"{""pq_M"": 24, ""search_ef"": 12}"
cp,yfcc100m,AND,curator,2,0.74,0.07665715,1,0.0,0.0,1.0,linear,"{""pq_M"": 24, ""search_ef"": 16}"
cp,yfcc100m,AND,curator,3,0.795,0.08111769999999999,1,0.0,0.0,1.0,linear,"{""pq_M"": 24, ""search_ef"": 24}"
cp,yfcc100m,AND,curator,4,0.8350000000000002,0.11299377499999998,0,0.0,0.0,1.0,linear,"{""pq_M"": 24, ""search_ef"": 32}"
cp,yfcc100m,AND,curator,5,0.8949999999999999,0.12622802500000002,0,0.0,0.0,1.0,linear,"{""pq_M"": 24, ""search_ef"": 48}"
cp,yfcc100m,AND,curator,6,0.9175,0.104689675,1,0.0,0.0,1.0,linear,"{""pq_M"": 24, ""search_ef"": 64}"
cp,yfcc100m,AND,curator,7,0.9375,0.1441068668688276,1,0.0,0.0,1.0,linear,"{""pq_M"": 24, ""search_ef"": 128}"
cp,yfcc100m,AND,curator,8,0.9399999999999998,0.165451,0,0.0,0.0,1.0,linear,"{""pq_M"": 24, ""search_ef"": 256}"
cp,yfcc100m,AND,curator,9,0.9475000000000001,0.20481325000000006,1,0.0,0.0,1.0,linear,"{""pq_M"": 24, ""search_ef"": 512}"
cp,yfcc100m,AND,curator,10,0.9475000000000001,0.20914672500000003,0,0.0,0.0,1.0,linear,"{""pq_M"": 24, ""search_ef"": 2048}"
cp,yfcc100m,AND,curator,11,0.9475000000000001,0.256604525,0,0.0,0.0,1.0,linear,"{""pq_M"": 24, ""search_ef"": 8192}"
cp,yfcc100m,AND,curator,12,0.9475000000000001,0.259511175,0,0.0,0.0,1.0,linear,"{""pq_M"": 24, ""search_ef"": 1024}"
cp,yfcc100m,AND,curator,13,0.9475000000000001,0.262035925,0,0.0,0.0,1.0,linear,"{""pq_M"": 24, ""search_ef"": 4096}"
cp,yfcc100m,AND,diskivf,0,0.5175,9.80363925,1,0.0,0.0,1.0,linear,"{""nprobe"": 20}"
cp,yfcc100m,AND,diskivf,1,0.5575,11.079243250000001,1,0.0,0.0,1.0,linear,"{""nprobe"": 24}"
cp,yfcc100m,AND,diskivf,2,0.6325,13.3637955,1,0.0,0.0,1.0,linear,"{""nprobe"": 32}"
cp,yfcc100m,AND,diskivf,3,0.75,19.16559,1,0.0,0.0,1.0,linear,"{""nprobe"": 48}"
cp,yfcc100m,AND,diskivf,4,0.795,31.305417499999997,1,0.0,0.0,1.0,linear,"{""nprobe"": 64}"
cp,yfcc100m,AND,diskivf,5,0.8425,40.05661,1,0.0,0.0,1.0,linear,"{""nprobe"": 80}"
cp,yfcc100m,AND,diskivf,6,0.8675,83.560375,0,0.0,0.0,1.0,linear,"{""nprobe"": 96}"
cp,yfcc100m,AND,diskivf,7,0.9,187.77138,0,0.0,0.0,1.0,linear,"{""nprobe"": 128}"
cp,yfcc100m,AND,diskivf,8,0.9375,79.11910250000001,1,0.0,0.0,1.0,linear,"{""nprobe"": 160}"
cp,yfcc100m,AND,diskivf,9,0.9574999999999999,98.92711999999997,0,0.0,0.0,1.0,linear,"{""nprobe"": 192}"
cp,yfcc100m,AND,diskivf,10,0.975,138.0198275,1,0.0,0.0,1.0,linear,"{""nprobe"": 256}"
cp,yfcc100m,AND,diskivf,11,0.9949999999999999,229.91015000000002,0,0.0,0.0,1.0,linear,"{""nprobe"": 384}"
cp,yfcc100m,AND,diskivf,12,0.9974999999999999,317.1492,0,0.0,0.0,1.0,linear,"{""nprobe"": 512}"
cp,yfcc100m,AND,diskivf,13,1.0,345.04956875,1,0.0,0.0,1.0,linear,"{""nprobe"": 894}"
cp,yfcc100m,AND,prefilter,0,1.0,111.16287500000001,1,0.0,0.0,1.0,linear,{}
cp,yfcc100m,AND,spann,0,0.5275000000000001,23.786062500000003,1,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 700, ""search_internal_result_num"": 600}"
cp,yfcc100m,AND,spann,1,0.5825,27.510415000000002,1,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 800, ""search_internal_result_num"": 700}"
cp,yfcc100m,AND,spann,2,0.6225,28.378680000000003,1,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 900, ""search_internal_result_num"": 800}"
cp,yfcc100m,AND,spann,3,0.665,35.654875,1,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 1000, ""search_internal_result_num"": 1000}"
cp,yfcc100m,AND,spann,4,0.76,41.7442925,1,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 1500, ""search_internal_result_num"": 1000}"
cp,yfcc100m,AND,spann,5,0.865,65.701965,1,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 2000, ""search_internal_result_num"": 2000}"
cp,yfcc100m,AND,spann,6,0.8975,87.3230725,1,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 3000, ""search_internal_result_num"": 2000}"
cp,yfcc100m,AND,spann,7,0.9724999999999999,169.243,1,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 5000, ""search_internal_result_num"": 5000}"
cp,yfcc100m,AND,spann,8,0.9724999999999999,285.026425,0,0.0,0.0,1.0,linear,"{""max_check"": 32768, ""overfetch_factor"": 10000, ""search_internal_result_num"": 5000}"
cp,yfcc100m,AND,spann,9,0.9724999999999999,345.4223,0,0.0,0.0,1.0,linear,"{""max_check"": 65536, ""overfetch_factor"": 20000, ""search_internal_result_num"": 5000}"
matched_recall,arxiv,0.90,curator,0,0.00485,0.7180603721166788,1,0.0,0.0,1.0,linear,"{""bucket"": ""1p""}"
matched_recall,arxiv,0.90,curator,1,0.0078,0.3854810224872074,1,0.0,0.0,1.0,linear,"{""bucket"": ""25p""}"
matched_recall,arxiv,0.90,curator,2,0.01164,0.6840138264927573,1,0.0,0.0,1.0,linear,"{""bucket"": ""50p""}"
matched_recall,arxiv,0.90,curator,3,0.03246625,1.3052532111682504,1,0.0,0.0,1.0,linear,"{""bucket"": ""75p""}"
matched_recall,arxiv,0.90,curator,4,0.057189375,2.2014451105977813,1,0.0,0.0,1.0,linear,"{""bucket"": ""99p""}"
matched_recall,arxiv,0.90,diskivf,0,0.00485,28.512176822650368,1,0.0,0.0,1.0,linear,"{""bucket"": ""1p""}"
matched_recall,arxiv,0.90,diskivf,1,0.0078,10.629545243864923,1,0.0,0.0,1.0,linear,"{""bucket"": ""25p""}"
matched_recall,arxiv,0.90,diskivf,2,0.01164,12.543037786488133,1,0.0,0.0,1.0,linear,"{""bucket"": ""50p""}"
matched_recall,arxiv,0.90,diskivf,3,0.03246625,21.34488470733275,1,0.0,0.0,1.0,linear,"{""bucket"": ""75p""}"
matched_recall,arxiv,0.90,diskivf,4,0.057189375,19.477298204965056,1,0.0,0.0,1.0,linear,"{""bucket"": ""99p""}"
matched_recall,arxiv,0.90,prefilter,0,0.00485,1.651866,1,0.0,0.0,1.0,pchip,"{""bucket"": ""1p""}"
matched_recall,arxiv,0.90,prefilter,1,0.0078,2.4368832,1,0.0,0.0,1.0,pchip,"{""bucket"": ""25p""}"
matched_recall,arxiv,0.90,prefilter,2,0.01164,3.476036774193548,1,0.0,0.0,1.0,pchip,"{""bucket"": ""50p""}"
matched_recall,arxiv,0.90,prefilter,3,0.03246625,7.949673961352658,1,0.0,0.0,1.0,pchip,"{""bucket"": ""75p""}"
matched_recall,arxiv,0.90,prefilter,4,0.057189375,14.555647955801106,1,0.0,0.0,1.0,pchip,"{""bucket"": ""99p""}"
matched_recall,arxiv,0.90,spann,0,0.00485,6.016663011706607,1,0.0,0.0,1.0,linear,"{""bucket"": ""1p""}"
matched_recall,arxiv,0.90,spann,1,0.0078,4.284450399999998,1,0.0,0.0,1.0,linear,"{""bucket"": ""25p""}"
matched_recall,arxiv,0.90,spann,2,0.01164,3.914072517502583,1,0.0,0.0,1.0,linear,"{""bucket"": ""50p""}"
matched_recall,arxiv,0.90,spann,3,0.03246625,3.7370520142140005,1,0.0,0.0,1.0,linear,"{""bucket"": ""75p""}"
matched_recall,arxiv,0.90,spann,4,0.057189375,3.4675342360987638,1,0.0,0.0,1.0,linear,"{""bucket"": ""99p""}"
matched_recall,arxiv,0.95,curator,0,0.00485,1.9111952690575615,1,0.0,0.0,1.0,linear,"{""bucket"": ""1p""}"
matched_recall,arxiv,0.95,curator,1,0.0078,1.1328789630690026,1,0.0,0.0,1.0,linear,"{""bucket"": ""25p""}"
matched_recall,arxiv,0.95,curator,2,0.01164,2.4623415832103643,1,0.0,0.0,1.0,linear,"{""bucket"": ""50p""}"
matched_recall,arxiv,0.95,diskivf,0,0.00485,54.560516526643774,1,0.0,0.0,1.0,linear,"{""bucket"": ""1p""}"
matched_recall,arxiv,0.95,diskivf,1,0.0078,13.788284836288152,1,0.0,0.0,1.0,linear,"{""bucket"": ""25p""}"
matched_recall,arxiv,0.95,diskivf,2,0.01164,23.973285136280584,1,0.0,0.0,1.0,linear,"{""bucket"": ""50p""}"
matched_recall,arxiv,0.95,diskivf,3,0.03246625,35.53559586940952,1,0.0,0.0,1.0,linear,"{""bucket"": ""75p""}"
matched_recall,arxiv,0.95,diskivf,4,0.057189375,36.907612952063765,1,0.0,0.0,1.0,linear,"{""bucket"": ""99p""}"
matched_recall,arxiv,0.95,prefilter,0,0.00485,1.651866,1,0.0,0.0,1.0,pchip,"{""bucket"": ""1p""}"
matched_recall,arxiv,0.95,prefilter,1,0.0078,2.4368832,1,0.0,0.0,1.0,pchip,"{""bucket"": ""25p""}"
matched_recall,arxiv,0.95,prefilter,2,0.01164,3.476036774193548,1,0.0,0.0,1.0,pchip,"{""bucket"": ""50p""}"
matched_recall,arxiv,0.95,prefilter,3,0.03246625,7.949673961352658,1,0.0,0.0,1.0,pchip,"{""bucket"": ""75p""}"
matched_recall,arxiv,0.95,prefilter,4,0.057189375,14.555647955801106,1,0.0,0.0,1.0,pchip,"{""bucket"": ""99p""}"
matched_recall,arxiv,0.95,spann,0,0.00485,21.610384324097783,1,0.0,0.0,1.0,linear,"{""bucket"": ""1p""}"
matched_recall,arxiv,0.95,spann,1,0.0078,4.437190410248802,1,0.0,0.0,1.0,linear,"{""bucket"": ""25p""}"
matched_recall,arxiv,0.95,spann,2,0.01164,4.3857587906114155,1,0.0,0.0,1.0,linear,"{""bucket"": ""50p""}"
matched_recall,arxiv,0.95,spann,3,0.03246625,4.6140897222769555,1,0.0,0.0,1.0,linear,"{""bucket"": ""75p""}"
matched_recall,arxiv,0.95,spann,4,0.057189375,3.8825300709237993,1,0.0,0.0,1.0,linear,"{""bucket"": ""99p""}"
matched_recall,gist1m,0.90,curator,0,0.000508,0.47892328077994173,1,0.0,0.0,1.0,linear,"{""bucket"": ""1p""}"
matched_recall,gist1m,0.90,curator,1,0.004162,0.9966767323457191,1,0.0,0.0,1.0,linear,"{""bucket"": ""25p""}"
matched_recall,gist1m,0.90,curator,2,0.015645,2.1455618101142044,1,0.0,0.0,1.0,linear,"{""bucket"": ""50p""}"
matched_recall,gist1m,0.90,curator,3,0.04141,5.668978514197422,1,0.0,0.0,1.0,linear,"{""bucket"": ""75p""}"
matched_recall,gist1m,0.90,curator,4,0.278492,20.111774999999998,1,0.0,0.0,1.0,linear,"{""bucket"": ""99p""}"
matched_recall,gist1m,0.90,diskivf,0,0.004162,342.9685545688343,1,0.0,0.0,1.0,linear,"{""bucket"": ""25p""}"
matched_recall,gist1m,0.90,diskivf,1,0.015645,212.47313071679832,1,0.0,0.0,1.0,linear,"{""bucket"": ""50p""}"
matched_recall,gist1m,0.90,diskivf,2,0.04141,210.18202863157217,1,0.0,0.0,1.0,linear,"{""bucket"": ""75p""}"
matched_recall,gist1m,0.90,diskivf,3,0.278492,167.86819574885874,1,0.0,0.0,1.0,linear,"{""bucket"": ""99p""}"
matched_recall,gist1m,0.90,prefilter,0,0.000508,0.2581856987951808,1,0.0,0.0,1.0,pchip,"{""bucket"": ""1p""}"
matched_recall,gist1m,0.90,prefilter,1,0.004162,1.9466981999999997,1,0.0,0.0,1.0,pchip,"{""bucket"": ""25p""}"
matched_recall,gist1m,0.90,prefilter,2,0.015645,7.066349509433962,1,0.0,0.0,1.0,pchip,"{""bucket"": ""50p""}"
matched_recall,gist1m,0.90,prefilter,3,0.04141,29.253635588235294,1,0.0,0.0,1.0,pchip,"{""bucket"": ""75p""}"
matched_recall,gist1m,0.90,prefilter,4,0.278492,112.74941666666668,1,0.0,0.0,1.0,pchip,"{""bucket"": ""99p""}"
matched_recall,gist1m,0.90,spann,0,0.004162,101.01435464457647,1,0.0,0.0,1.0,linear,"{""bucket"": ""25p""}"
matched_recall,gist1m,0.90,spann,1,0.015645,54.169614582875795,1,0.0,0.0,1.0,linear,"{""bucket"": ""50p""}"
matched_recall,gist1m,0.90,spann,2,0.04141,41.99454890694644,1,0.0,0.0,1.0,linear,"{""bucket"": ""75p""}"
matched_recall,gist1m,0.90,spann,3,0.278492,31.212477687999854,1,0.0,0.0,1.0,linear,"{""bucket"": ""99p""}"
matched_recall,gist1m,0.95,curator,0,0.000508,0.5227823822258023,1,0.0,0.0,1.0,linear,"{""bucket"": ""1p""}"
matched_recall,gist1m,0.95,curator,1,0.004162,1.0482923734239042,1,0.0,0.0,1.0,linear,"{""bucket"": ""25p""}"
matched_recall,gist1m,0.95,curator,2,0.015645,2.664631573610907,1,0.0,0.0,1.0,linear,"{""bucket"": ""50p""}"
matched_recall,gist1m,0.95,curator,3,0.04141,10.524025225562836,1,0.0,0.0,1.0,linear,"{""bucket"": ""75p""}"
matched_recall,gist1m,0.95,curator,4,0.278492,26.277608333333333,1,0.0,0.0,1.0,linear,"{""bucket"": ""99p""}"
matched_recall,gist1m,0.95,diskivf,0,0.015645,309.68540014372854,1,0.0,0.0,1.0,linear,"{""bucket"": ""50p""}"
matched_recall,gist1m,0.95,diskivf,1,0.04141,320.6959789665611,1,0.0,0.0,1.0,linear,"{""bucket"": ""75p""}"
matched_recall,gist1m,0.95,diskivf,2,0.278492,242.6189641868573,1,0.0,0.0,1.0,linear,"{""bucket"": ""99p""}"
matched_recall,gist1m,0.95,prefilter,0,0.000508,0.2581856987951808,1,0.0,0.0,1.0,pchip,"{""bucket"": ""1p""}"
matched_recall,gist1m,0.95,prefilter,1,0.004162,1.9466981999999997,1,0.0,0.0,1.0,pchip,"{""bucket"": ""25p""}"
matched_recall,gist1m,0.95,prefilter,2,0.015645,7.066349509433962,1,0.0,0.0,1.0,pchip,"{""bucket"": ""50p""}"
matched_recall,gist1m,0.95,prefilter,3,0.04141,29.253635588235294,1,0.0,0.0,1.0,pchip,"{""bucket"": ""75p""}"
matched_recall,gist1m,0.95,prefilter,4,0.278492,112.74941666666668,1,0.0,0.0,1.0,pchip,"{""bucket"": ""99p""}"
matched_recall,gist1m,0.95,spann,0,0.004162,209.82658632838326,1,0.0,0.0,1.0,linear,"{""bucket"": ""25p""}"
matched_recall,gist1m,0.95,spann,1,0.015645,86.99376318506667,1,0.0,0.0,1.0,linear,"{""bucket"": ""50p""}"
matched_recall,gist1m,0.95,spann,2,0.04141,68.75294374452247,1,0.0,0.0,1.0,linear,"{""bucket"": ""75p""}"
